Job Title,Job Description,Skills,Certifications
Infra Security Architect,"The Infra Security Architect leads unique and highly complex projects involving the design, development, and implementation of secure system architectures. This individual plans and monitors the design of artifacts into enterprise systems that describe security principles and how they relate to the overall enterprise system architecture. They are involved in the development and application of new solutions in infrastructure security. They recommend and lead the adoption of new technological advances and best practices in infrastructure security systems to mitigate security risks. They identify and resolve unique and complex issues, which may have organization-wide and long-term impacts. The Infra Security Architect is an expert in cyber security standards, protocols and frameworks, and ensures the organization’s compliance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable of various applications hardware technologies and services. The Infra Security Architect has a creative and critical mind and enjoys identifying linkages and interconnections among various parts of a system or architecture. They are technical experts who should also be people-oriented, consultative, developmental, and actively engaging stakeholders to design optimal secure system architectures. The Infra Security Architect also mentors and provides technical leadership to the junior staff.",Audit and Compliance Level 3; Business Needs Analysis Level 3; Cloud Computing Level 5; Continuous Improvement Level 4; Critical Thinking Level 4; Cyber and Data Breach Incident Management Level 5; Cyber Forensics Level 4-5; Cybersecurity Level 4; Data Analytics Level 4; Data Governance Level 4; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 3; Infrastructure Design Level 3-4; Infrastructure Strategy Level 4-5; IT Governance Level 4; IT Standards Level 4; IT Strategy Level 4; Learning and Development Level 5; Network Security Level 4; Programming and Coding Level 3-4; Quality Standards Level 4; Security Administration Level 3; Security Architecture Level 3-4; Security Assessment and Testing Level 3-4; Security Education and Awareness Level 3-4; Security Governance Level 4; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Decision Making Intermediate; Digital Fluency Advanced; Problem Solving Intermediate; Sense Making Intermediate; Transdisciplinary Thinking Advanced,
Security Operations Analyst,"The Security Operations Analyst performs real-time analysis and trending of security log data from various security devices and systems. They maintain data sources feeding the log monitoring system, develop and maintain detection and alerting rules. This individual responds to user incident reports and evaluates the type and severity of security events. The Security Operations Analyst documents incidents and develops reports. They also identify recurring security issues and risks to develop mitigation plans and recommend process improvements. They interpret and apply security policies and procedures. Security Operations Analysts are required to be on standby with on-call availability with varied shifts including nights, weekends and holidays. They are familiar with cyber security standards, protocols and frameworks, and works in accordance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti- Photo and Video Voyeurism Act (Republic Act No. 9995),The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable in using various cyber security monitoring and testing tools and techniques. The Security Operations Analyst is diligent and takes an analytical approach to perform real-time analyses. They are skilled in synthesizing trends and insights, and are confident in putting forth creative mitigation plans and solutions to security incidents.",Audit and Compliance Level 3; Business Continuity Level 4; Continuous Improvement Level 4; Critical Thinking Level 4; Cyber and Data Breach Incident Management Level 3; Cyber Forensics Level 4-5; Cyber Risk Management Level 4; Cybersecurity Level 4; Data Analytics Level 4; Data Governance Level 4; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 3-4; Infrastructure Design Level 3-4; IT Governance Level 4; IT Standards Level 4; IT Strategy Level 4; Learning and Development Level 5; Network Security Level 3; Programming and Coding Level 3-4; Quality Standards Level 4; Security Administration Level 3; Security Program Management Level 4; Stakeholder Management Level 3; Threat Analysis and Defence Level 4; Threat Intelligence and Detection Level 3; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Decision Making Intermediate; Digital Fluency Advanced; Problem Solving Intermediate; Sense Making Intermediate; Problem Solving Advanced; Transdisciplinary Thinking Intermediate,
Security Operations Manager,"The Security Operations Manager plans and oversees monitoring and maintenance of security operations and provides direction and leadership to internal resources. This individual provides expertise on security technologies and innovative security concepts and works toward enhancing the resilience of security operations. They coordinate ongoing reviews of existing security programs, protocols and planned upgrades. They establish escalation processes for security incidents and develop contingency plans and disaster recovery procedures. They focus on policy implementation and control. The Security Operations Manager is familiar with cyber security standards, protocols, and frameworks, and ensures the organization’s compliance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable in using various cyber security monitoring and testing tools and techniques The Security Operations Manager is diligent and watchful in monitoring security operations, systems, and activities. They are also a confident leader who develops plans and solutions to address security incidents and also have a passion for engaging and developing others in their team. Critical Work Performance Functions Expectations Implement cyber • Develop the organization’s cyber security strategy In accordance with: security strategy • Align security operations functions with the organization’s overall business objectives","Audit and Compliance Level 4; Budgeting Level 5; Business Continuity Level 5; Business Performance Management Level 5; Continuous Improvement Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 5; Cyber Risk Management Level 5; Cybersecurity Level 5; Data Analytics Level 5; Data Governance Level 5; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 5; Infrastructure Design Level 4-5; IT Governance Level 4-5; IT Standards Level 4-5; IT Strategy Level 4-5; Learning and Development Level 6; Manpower Planning Level 4; Networking Level 4; Network Security Level 4; People and Performance Management Level 4; Programming and Coding Level 4; Quality Standards Level 4-5; Security Administration Level 4; Security Architecture Level 4-5; Security Assessment and Testing Level 4-5; Security Education and Awareness Level 4-5; Security Operation Compliance Level 4; Security Program Management Level 4-5; Security Strategy Level 4-5; Security Surveillance Management Level 4; Security Threat Research Level 4; Stakeholder Management Level 3-4; Strategy Implementation Level 4; Strategy Planning Level 5; Threat Analysis and Defence Level 5; Threat Intelligence and Detection Level 4; Threat and Vulnerability Management Level 4; Training, Coaching and Assessment Management Level 4; Collaboration Advanced; Communication Advanced; Creative Thinking Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Problem Solving Advanced; Sense Making Advanced; Sense Making Intermediate; Transdisciplinary Thinking Intermediate",
Incident Investigator,"The Incident Investigator conducts deep analysis to investigate causes of intrusion, attack, loss, or breach occurring in an organization. This individual identifies and defines cyber threats and root causes. They develop reports that detail incident timelines, evidence, findings, conclusions, and recommendations. They are responsible for managing cyber incidents and resolving the incidents promptly. They prepare reports, communicate findings to senior stakeholders, and recommend corrective actions to prevent and mitigate internal control failures. They are required to be on standby with on-call availability with varied shifts including nights, weekends, and holidays. The Incident Investigator is familiar with cyber security standards, protocols, and frameworks, and works in compliance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable in using various cybersecurity tools and techniques to resolve incidents. The Incident Investigator is detail-oriented and adopts a critical and systematic approach in conducting investigations and analyses. They view issues from multiple perspectives actively communicate their thoughts and engage with other team members.",Continuous Improvement Level 4; Critical Thinking Level 4; Cyber and Data Breach Incident Management Level 3; Cyber Forensics Level 4-5; Cyber Risk Management Level 4; Cybersecurity Level 4; Data Analytics Level 4; Data Governance Level 4; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 3-4; IT Governance Level 4; IT Standards Level 4; IT Strategy Level 4; Learning and Development Level 5; Process Improvement and Optimisation Level 4-5; Programming and Coding Level 3-4; Quality Standards Level 4; Security Assessment and Testing Level 3; Security Education and Awareness Level 4; Security Operation Compliance Level 3-4; Security Program Management Level 3-4; Security Strategy Level 4; Security Threat Research Level 4; Stakeholder Management Level 4-5; Strategy Implementation Level 3; Strategy Planning Level 4; Threat Analysis and Defence Level 3; Threat Intelligence and Detection Level 3; Threat and Vulnerability Management Level 3; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Decision Making Intermediate; Digital Fluency Advanced; Problem Solving Intermediate; Sense Making Intermediate,
Incident Investigator Manager,"The Incident Investigation Manager plans and oversees the performance of security response during the event of a cyber-incident or threat. This individual proposes mitigation techniques and countermeasures as well as develops cyber security solutions to prevent future attacks. They develop and implement cyber incident response strategies. The Incident Investigation Manager presents cyber-incident reports to senior leaders. They are required to be on standby with on-call availability with varied shifts including nights, weekends and holidays. The Incident Investigation Manager is familiar with cyber security standards, protocols and frameworks, and ensures the organization’s compliance to the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995),The Consumer Act of the Philippines (Republic Act No. 7394),The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable in using various cyber security analysis tools and techniques to resolve incidents. The Incident Investigation Manager is diligent and watchful in monitoring security operations, systems and activities. They are quick to provide solutions and fix issues when they arise. They are adept at dealing with complexity, and are an articulate and developmental leader in their team.","Budgeting Level 5; Business Performance Management Level 5; Continuous Improvement Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 4; Cyber Forensics Level 4-5; Cyber Risk Management Level 5; Cybersecurity Level 5; Data Analytics Level 5; Data Governance Level 5; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 5; IT Governance Level 4-5; IT Standards Level 4-5; IT Strategy Level 4-5; Learning and Development Level 6; Manpower Planning Level 4; Networking Level 4; People and Performance Management Level 4; Process Improvement and Optimisation Level 5; Programming and Coding Level 4; Quality Standards Level 4-5; Security Assessment and Testing Level 4; Security Education and Awareness Level 5; Security Governance Level 5; Security Operation Compliance Level 4; Security Program Management Level 4; Security Strategy Level 4-5; Security Threat Research Level 4; Stakeholder Management Level 5; Strategy Implementation Level 4; Strategy Planning Level 5; Threat Analysis and Defense Level 4; Threat Intelligence and Detection Level 4; Threat and Vulnerability Management Level 4; Training, Coaching and Assessment Management Level 4; Collaboration Advanced; Communication Advanced; Creative Thinking Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Problem Solving Advanced; Sense Making Advanced",
Threat Analysis Manager,"The Threat Analysis Manager plans out strategies to pre-empt potential threats in an organization’s cyber related systems. This individual is responsible for identifying the IT assets that are prone to cyber threats and attacks. They proactively monitor the open web and identify potential threats and groups or individuals capable of attempting cyber-attacks. They run tests and analyze different areas of the IT assets to ensure they are safe from cyber-attacks. The Threat Analysis Manager is familiar with cyber security standards, protocols and frameworks. These individuals are knowledgeable in using various cyber security analysis tools and techniques to monitor and identify potential incidents. The Threat Analysis Manager is alert and vigilant in performing monitoring activities, and is able to analyze and identify potential security-related issues, which may have critical impact on security and operational systems. They communicate clearly in his interactions with others and coordinate effectively with their team to perform security operations. Critical Work Performance Functions Expectations Assess • Develop and implement strategies to identify assets prone to cyber threats and attacks organizational • De-construct the architecture of applications to uncover potential threats and assets for vulnerabilities in the design, implementation, deployment or configuration of the potential cyber application and systems threats • Conduct in-depth analysis of existing threats and identify existing gaps in the current cyber security set-up","Audit and Compliance Level 4; Budgeting Level 5; Business Performance Management Level 4-5; Continuous Improvement Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 5; Cyber Forensics Level 4-5; Cybersecurity Level 5; Data Analytics Level 5; Data Governance Level 5; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 5; Infrastructure Design Level 3; Infrastructure Strategy Level 4-5; IT Governance Level 4-5; IT Standards Level 4-5; IT Strategy Level 4-5; Learning and Development Level 6; Manpower Planning Level 4; Networking Level 4; Network Security Level 4; People and Performance Management Level 4; Programming and Coding Level 4; Quality Standards Level 4-5; Security Architecture Level 4; Security Assessment and Testing Level 5; Security Education and Awareness Level 5; Security Operation Compliance Level 4; Security Program Management Level 5; Security Strategy Level 5; Security Surveillance Management Level 4; Security Threat Research Level 5; Stakeholder Management Level 4-5; Strategy Implementation Level 4; Strategy Planning Level 5; Threat Analysis and Defence Level 5; Threat Intelligence and Detection Level 5; Threat and Vulnerability Management Level 4; Training, Coaching and Assessment Management Level 4; Collaboration Advanced; Communication Advanced; Creative Thinking Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Problem Solving Advanced; Sense Making Advanced",
Chief Information Security Officer,"The Chief Information Security Officer (CISO) develops and drives the vision for the information security function. They act as the authority for the development and enforcement of the organization’s security strategy, standards, and policies, and have ultimate responsibility for ensuring the protection of corporate information. They guide the design and continuous improvement of the IT security architecture and Cyber Risk Maturity Model that balances business needs with security risks. They advise the board and top executives on all security matters and set directions for complying with regulatory inquiries, legal and compliance regulations, inspections, and audits. The CISO may not be a lawyer or possess a law degree but they should at least have legal and criminal law background. They should have a very high proficiency in evidence handling and collection management. They are expert in cyber security management The Chief Information Security Officer is an expert in cyber security compliance standards, protocols, and frameworks, as well as the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are kept abreast of cyber-related applications and hardware technologies and services and are constantly on the lookout for new technologies that may be leveraged to enhance work processes, or which may pose potential threats. The Chief Information Security Officer is an inspirational and influential leader, who displays sound judgment and decisiveness in ensuring that corporate information is well-protected and secured. They are strategic in their approach toward resource management and capability development among their teams.","Audit and Compliance Level 5; Budgeting Level 6; Business Continuity Level 6; Business Needs Analysis Level 5; Business Performance Management Level 6; Business Risk Management Level 6; Continuous Improvement Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 6; Cyber Forensics Level 6; Cyber Risk Management Level 6; Cybersecurity Level 5; Data Analytics Level 5; Data Governance Level 5; Disaster Recovery Management Level 5-6; Emerging Technology Synthesis Level 5-6; Infrastructure Design Level 4-5; Infrastructure Strategy Level 5-6; IT Governance Level 5-6; IT Standards Level 5-6; IT Strategy Level 5-6; Learning and Development Level 6; Manpower Planning Level 5; Networking Level 5; Network Security Level 5; Partnership Management Level 6; People and Performance Management Level 5; Project Management Level 5; Quality Standards Level 5-6; Security Architecture Level 5; Security Assessment and Testing Level 5; Security Education and Awareness Level 5; Security Governance Level 6; Security Operation Compliance Level 4; Security Program Management Level 5; Security Strategy Level 5-6; Security Threat Research Level 5; Stakeholder Management Level 5-6; Strategy Implementation Level 4; Strategy Planning Level 6; Threat Analysis and Defence Level 6; Threat Intelligence and Detection Level 6; Threat and Vulnerability Management Level 4; Training, Coaching and Assessment Management Level 4-5; Building Inclusivity Advanced; Communication Advanced; Creative Thinking Advanced; Customer Orientation Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Global Perspective Advanced; Influence Advanced; Learning Agility Advanced; Transdisciplinary Thinking Advanced",
Cyber Risk Analyst,"The Cyber Risk Analyst conducts cyber risk assessment in support of technology initiatives to help identify IT related risk and determines appropriate controls to mitigate risks. This individual monitors, tracks and manages risk mitigations and exceptions to ensure cyber security standards and policies are established. They apply a defined set of analytical or scientific methods and work independently. They are also responsible for documentation of cyber risk assessment reports. The Cyber Risk Analyst is familiar with cyber security standards, protocols and frameworks, and acts in accordance with the the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995),The Consumer Act of the Philippines (Republic Act No. 7394),The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable in using various cyber security monitoring and analysis tools and techniques depending on the organization’s needs and requirements. The Cyber Risk Analyst is vigilant and systematic in identifying cyber risks and enjoys analyzing and investigating such issues. They are strong team players, and communicate well both verbally and in writing.",Audit and Compliance Level 5; Business Needs Analysis Level 3; Cyber and Data Breach Incident Management Level 3; Cyber Forensics Level 3; Cyber Risk Management Level 4; IT Governance Level 4; Security Administration Level 3; Security Education and Awareness Level 4-5; Security Governance Level 4; Security Programme Management Level 4; Stakeholder Management Level 3; Strategy Implementation Level 4; Strategy Planning Level 4; Collaboration Intermediate; Communication Advanced; Creative Thinking Intermediate; Decision Making Intermediate; Digital Fluency Advanced; Problem Solving Advanced; Sense Making Advanced; Transdisciplinary Thinking Advanced,
Cyber Risk Manager,"The Cyber Risk Manager guides the assessment of information and cyber risks associated with technology initiatives and provides recommendations on control requirements by risk policy and standards. This individual manages and coordinates responses to regulatory inquiries, inspections, and audits and ensures cyber security standards and policies are established and implemented. They oversee the development of reports and implement policies and standards. They also manage employees and are held accountable for the performance and results of a team. They guide security measures and protocols to stakeholders. The Cyber Risk Manager is familiar with cyber security standards, protocols, and frameworks, and ensures the organization’s compliance to the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). This individual is knowledgeable in using various cyber security monitoring and analysis tools and techniques depending on the organization’s needs and requirements. They also have expertise in cyber risk mitigation strategies and protocols. The Cyber Risk Manager has a sharp, analytical mind and can anticipate problems and risks to mitigate them ahead of time. They are an excellent communicator who works well with others and promotes a cooperative working environment and relationships within and beyond their team.",Audit and Compliance Level 4; Budgeting Level 5; Business Needs Analysis Level 4; Business Performance Management Level 5; Cyber and Data Breach Incident Management Level 4; Cyber Forensics Level 4-5; Cyber Risk Management Level 5; IT Governance Level 5; Learning and Development Level 4-5; Manpower Planning Level 4; Networking Level 4; People and Performance Management Level 4; Security Administration Level 4; Security Architecture Level 4; Security Education and Awareness Level 5; Security Governance Level 5; Security Program Management Level 5; Security Strategy Level 5; Stakeholder Management Level 4-5; Strategy Implementation Level 4; Strategy Planning Level 5; Collaboration Advanced; Communication Advanced; Creative Thinking Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Global Perspective Advanced; Problem Solving Advanced; Sense Making Advanced; Transdisciplinary Thinking Advanced,
Data Security Specialist / Analyst,"The Data Security Specialist / Analyst helps protect an organization’s sensitive information, such as using and maintaining software, such as firewalls and data encryption programs. In addition, they maintain trust and confidence of clients and stakeholders, and keep users informed. They prepare performance reports and communicate system status. They are knowledgeable with cyber security standards, protocols and frameworks, and works in accordance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti- Photo and Video Voyeurism Act (Republic Act No. 9995),The Consumer Act of the Philippines (Republic Act No. 7394),The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). Critical Work Performance Functions Expectations Preventing • Run tests and assessments to identify potential security vulnerabilities In accordance with: security breaches • Monitor networks for security breaches and investigate when one occurs",Audit and Compliance Level 4; Budgeting Level 4-5; Business Continuity Level 4; Compliance with Legal Regulations Level 5; Critical Thinking Level 4; Cyber and Data Breach Incident Management Level 4; Cyber Risk Management Level 5; Cybersecurity Level 3; Data Ethics Level 3-4; Data Governance Level 4; Data Strategy Level 4; Digital Forensics Level 3; Disaster Recovery Management Level 4; Emerging Technology Synthesis Level 4; Enterprise Architechture Level 4; Infocomm Security and Data Privacy Level 3; IT Governance Level 4; IT Standards Level 5; Learning and Development Level 4; People and Performance Management Level 3; Quality Standards Level 4; Regulatory and Legal Advisory Level 3-4; Research Level 4; Security Education and Awareness Level 4; Security Program Management Level 4; Stakeholder Management Level 4-5; Strategy Implementation Level 3; Strategy Planning Level 4; Threat Analysis and Defense Level 4; Threat Intelligence and Detection Level 4; Adaptability Intermediate; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Decision Making Intermediate; Developing People Intermediate; Digital Fluency Advanced; Problem Solving Intermediate; Self Management Intermediate; Sense Making Intermediate,
Compliance Officer for Privacy,"The Compliance Officer for Privacy is a person or people who perform some of the same functions as a Data Protection Officer (DPO). They oversee privacy governance, compliance, and risk management activities within the organization. He/She will assist in developing privacy strategies, policies, and procedures to ensure compliance with relevant laws such as the Data Privacy Act. They perform risk assessments, manage data subject requests, handle incident responses, and provide training and guidance to internal stakeholders. They are expected to advise members in the organization on privacy risks, disseminate and enforce policies, provide training, monitor compliance, and liaise with regulators when needed. They are knowledgeable with cyber security standards, protocols, and frameworks, and work in accordance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti-Child Pornography Act (Republic Act No. 9775), Anti- Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). According to NPC Advisory 17-01 dated March 14, 2017, a DPO must be a full-time or organic employee of the government. A component city, municipality, or barangay can designate a COP, as long as the COP is under the supervision of the DPO.",Audit and Compliance Level 4; Budgeting Level 4-5; Business Continuity Level 4; Compliance with Legal Regulations Level 5; Critical Thinking Level 4; Cyber and Data Breach Incident Management Level 5; Cybersecurity Level 3; Data Ethics Level 4-5; Data Governance Level 4-5; Data Strategy Level 4-5; Digital Forensics Level 3-4; Disaster Recovery Management Level 4; Emerging Technology Synthesis Level 4; Enterprise Architechture Level 4; Infocomm Security and Data Privacy Level 3; IT Governance Level 4-5; IT Standards Level 5; Learning and Development Level 4-5; People and Performance Management Level 4; Quality Standards Level 4-5; Regulatory and Legal Advisory Level 5; Research Level 4-5; Security Education and Awareness Level 4-5; Security Program Management Level 4-5; Stakeholder Management Level 4-5; Strategy Implementation Level 3; Strategy Planning Level 4-5; Threat Analysis and Defense Level 4; Threat Intelligence and Detection Level 4-5; Adaptability Advanced; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Decision Making Advanced; Developing People Intermediate; Digital Fluency Advanced; Problem Solving Intermediate; Self Management Intermediate; Sense Making Intermediate,
Data Protection Officer,"The Data Protection Officer (DPO) is responsible for ensuring compliance with the Data Privacy Act (DPA), its Implementing Rules and Regulations (IRR), issuances by the National Privacy Commission (NPC), and other applicable laws and policies related to data privacy and security. The DPO plays a crucial role in protecting the rights of data subjects and upholding the principles of data privacy and security within the organization. They serve as a key point of contact between the organization, data subjects, and regulatory authorities. Moreover, the DPO plays a crucial role in managing data breaches and security incidents, overseeing the preparation and submission of reports to the National Privacy Commission (NPC). They are tasked with promoting awareness and cultivating a culture of data privacy within the organization, educating staff on relevant laws and regulations. The DPO advocates for the development and review of policies, guidelines, and programs related to data privacy, adopting a privacy by design approach. The DPO serves as the primary contact for data subjects, the NPC, and other authorities regarding data privacy and security matters. They cooperate and coordinate with the NPC, seeking advice on relevant issues. In performing their duties, the DPO must prioritize their activities based on the risks associated with the organization’s processing operations, focusing on areas with higher data protection risks. The DPO must perform their duties independently and with a significant degree of autonomy within the organization. The DPO’s opinion and recommendations should be given due weight, and any disagreements or deviations from the DPO’s advice should be documented with justifications.",Audit and Compliance Level 5; Budgeting Level 4; Business Agility Level 5-6; Business Continuity Level 5; Business Negotiation Level 4; Business Risk Management Level 5-6; Compliance with Legal Regulations Level 6; Cyber and Data Breach Incident Management Level 5-6; Crisis Communication and Media Management Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 4; Cybersecurity Level 3; Data Ethics Level 5-6; Data Governance Level 5-6; Data Strategy Level 5-6; Digital Forensics Level 4; Disaster Recovery Management Level 4; Emerging Technology Synthesis Level 5; Enterprise Architechture Level 4; Infocomm Security and Data Privacy Level 3; IT Governance Level 5-6; IT Standards Level 5-6; Learning and Development Level 5; People and Performance Management Level 4; Quality Standards Level 5-6; Regulatory and Legal Advisory Level 4-5; Research Level 5; Security Education and Awareness Level 4-5; Security Program Management Level 4-5; Stakeholder Management Level 4-5; Strategy Implementation Level 3-4; Strategy Planning Level 4-5; Threat Analysis and Defense Level 4-5; Threat Intelligence and Detection Level 5-6; Adaptability Advanced; Collaboration Advanced; Communication Advanced; Creative Thinking Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Problem Solving Advanced; Self Management Advanced; Sense Making Advanced,
